ID,Year,Location,Question,Value,Sample_Size,Total,Age,Education,Gender,Income,Race/Ethnicity
60781,2011,New Jersey,Percent of adults aged 18 years and older who have obesity,12.1,466.0,,18 - 24,,,,
60783,2013,Alaska,Percent of adults aged 18 years and older who have obesity,33.1,1272.0,,,High school graduate,,,
60790,2011,Wisconsin,Percent of adults aged 18 years and older who have obesity,26.1,2793.0,,,,Female,,
60800,2013,New Jersey,Percent of adults aged 18 years and older who have obesity,23.7,1385.0,,25 - 34,,,,
60802,2012,South Carolina,Percent of adults aged 18 years and older who have obesity,34.6,1298.0,,,,,"$25,000 - $34,999",
60805,2013,District of Columbia,Percent of adults aged 18 years and older who have obesity,36.4,2073.0,,,,,,Non-Hispanic Black
60807,2014,Louisiana,Percent of adults aged 18 years and older who have obesity,40.0,851.0,,,,,"Less than $15,000",
60812,2014,Georgia,Percent of adults aged 18 years and older who have obesity,32.4,3507.0,,,,Female,,
60815,2013,New Jersey,Percent of adults aged 18 years and older who have obesity,10.4,468.0,,,,,,Asian
60841,2015,Montana,Percent of adults aged 18 years and older who have obesity,22.1,108.0,,,,,,Hispanic
60849,2013,Oklahoma,Percent of adults aged 18 years and older who have obesity,40.1,1267.0,,45 - 54,,,,
60851,2015,Michigan,Percent of adults aged 18 years and older who have obesity,32.8,674.0,,,,,"Less than $15,000",
60852,2011,Maine,Percent of adults aged 18 years and older who have obesity,27.9,11959.0,,,,,,Non-Hispanic White
60854,2013,Kentucky,Percent of adults aged 18 years and older who have obesity,37.4,1086.0,,,,,"$15,000 - $24,999",
60858,2014,West Virginia,Percent of adults aged 18 years and older who have obesity,37.2,723.0,,,Less than high school,,,
60869,2014,Indiana,Percent of adults aged 18 years and older who have obesity,32.4,9427.0,,,,,,Non-Hispanic White
60874,2013,Georgia,Percent of adults aged 18 years and older who have obesity,33.4,1223.0,,,,,"$15,000 - $24,999",
60878,2014,Iowa,Percent of adults aged 18 years and older who have obesity,27.1,626.0,,25 - 34,,,,
60891,2015,Montana,Percent of adults aged 18 years and older who have obesity,27.5,308.0,,,Less than high school,,,
60892,2014,Hawaii,Percent of adults aged 18 years and older who have obesity,21.3,327.0,,,Less than high school,,,
60897,2011,Oklahoma,Percent of adults aged 18 years and older who have obesity,37.4,1746.0,,55 - 64,,,,
60898,2013,California,Percent of adults aged 18 years and older who have obesity,28.3,1738.0,,45 - 54,,,,
60901,2012,North Carolina,Percent of adults aged 18 years and older who have obesity,40.3,1976.0,,,,,,Non-Hispanic Black
60916,2014,North Carolina,Percent of adults aged 18 years and older who have obesity,25.9,2190.0,,65 or older,,,,
60917,2013,Oregon,Percent of adults aged 18 years and older who have obesity,36.8,291.0,,,,,,2 or more races
60925,2012,Texas,Percent of adults aged 18 years and older who have obesity,35.4,1734.0,,55 - 64,,,,
60930,2014,Florida,Percent of adults aged 18 years and older who have obesity,25.8,3769.0,,,,Male,,
60932,2013,Nevada,Percent of adults aged 18 years and older who have obesity,37.4,51.0,,,,,,American Indian/Alaska Native
60937,2015,Michigan,Percent of adults aged 18 years and older who have obesity,37.8,934.0,,35 - 44,,,,
60950,2014,Arizona,Percent of adults aged 18 years and older who have obesity,33.5,2979.0,,55 - 64,,,,
60951,2015,Connecticut,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
60952,2015,Florida,Percent of adults aged 18 years and older who have obesity,29.1,797.0,,,,,"Less than $15,000",
60972,2012,West Virginia,Percent of adults aged 18 years and older who have obesity,37.3,1026.0,,,,,"$15,000 - $24,999",
60977,2015,Illinois,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
60994,2013,District of Columbia,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
61002,2015,Minnesota,Percent of adults aged 18 years and older who have obesity,26.5,1975.0,,,,,"$35,000 - $49,999",
61009,2014,Minnesota,Percent of adults aged 18 years and older who have obesity,16.2,995.0,,18 - 24,,,,
61015,2012,Iowa,Percent of adults aged 18 years and older who have obesity,30.5,1009.0,,,,,"$50,000 - $74,999",
61019,2011,Oregon,Percent of adults aged 18 years and older who have obesity,28.9,832.0,,,,,"$35,000 - $49,999",
61021,2013,Missouri,Percent of adults aged 18 years and older who have obesity,25.9,651.0,,25 - 34,,,,
61035,2011,Michigan,Percent of adults aged 18 years and older who have obesity,28.4,1329.0,,,,,Data not reported,
61039,2013,Nebraska,Percent of adults aged 18 years and older who have obesity,34.7,245.0,,,,,,Non-Hispanic Black
61040,2011,Rhode Island,Percent of adults aged 18 years and older who have obesity,19.3,2436.0,,,College graduate,,,
61042,2014,Minnesota,Percent of adults aged 18 years and older who have obesity,28.5,4254.0,,65 or older,,,,
61047,2012,North Carolina,Percent of adults aged 18 years and older who have obesity,29.6,11113.0,Total,,,,,
61057,2011,Alaska,Percent of adults aged 18 years and older who have obesity,23.3,128.0,,,,,,2 or more races
61060,2011,Washington,Percent of adults aged 18 years and older who have obesity,27.9,634.0,,,,,,Hispanic
61061,2011,North Dakota,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
61063,2015,New Hampshire,Percent of adults aged 18 years and older who have obesity,30.2,899.0,,,,,"$50,000 - $74,999",
61072,2012,Alaska,Percent of adults aged 18 years and older who have obesity,28.4,636.0,,,,,"$50,000 - $74,999",
61081,2011,Hawaii,Percent of adults aged 18 years and older who have obesity,16.0,2504.0,,,,,,Asian
61082,2012,Massachusetts,Percent of adults aged 18 years and older who have obesity,26.4,2517.0,,,,,"$50,000 - $74,999",
61083,2012,West Virginia,Percent of adults aged 18 years and older who have obesity,25.1,62.0,,,,,,Hispanic
61086,2012,Hawaii,Percent of adults aged 18 years and older who have obesity,25.9,1551.0,,55 - 64,,,,
61088,2012,Georgia,Percent of adults aged 18 years and older who have obesity,36.8,80.0,,,,,,2 or more races
61091,2011,Illinois,Percent of adults aged 18 years and older who have obesity,29.1,488.0,,,,,"Less than $15,000",
61093,2011,Rhode Island,Percent of adults aged 18 years and older who have obesity,28.9,1236.0,,45 - 54,,,,
61098,2011,Alabama,Percent of adults aged 18 years and older who have obesity,34.1,785.0,,,,,"$50,000 - $74,999",
61101,2015,Georgia,Percent of adults aged 18 years and older who have obesity,32.4,1130.0,,,High school graduate,,,
61102,2013,Louisiana,Percent of adults aged 18 years and older who have obesity,32.5,1285.0,,,Some college or technical school,,,
61112,2013,Maine,Percent of adults aged 18 years and older who have obesity,33.7,1292.0,,,,,"$15,000 - $24,999",
61120,2012,Oregon,Percent of adults aged 18 years and older who have obesity,,,,,,,,Non-Hispanic Black
61123,2013,Missouri,Percent of adults aged 18 years and older who have obesity,29.6,4789.0,,,,,,Non-Hispanic White
61129,2015,Ohio,Percent of adults aged 18 years and older who have obesity,30.9,1079.0,,35 - 44,,,,
61130,2014,Utah,Percent of adults aged 18 years and older who have obesity,34.8,124.0,,,,,,American Indian/Alaska Native
61140,2011,Utah,Percent of adults aged 18 years and older who have obesity,21.8,3306.0,,,,,"$75,000 or greater",
61143,2015,Kentucky,Percent of adults aged 18 years and older who have obesity,34.6,8130.0,Total,,,,,
61146,2011,Illinois,Percent of adults aged 18 years and older who have obesity,23.4,1903.0,,,College graduate,,,
61149,2011,Montana,Percent of adults aged 18 years and older who have obesity,26.0,60.0,,,,,,Other
61151,2015,North Dakota,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
61157,2014,Washington,Percent of adults aged 18 years and older who have obesity,37.2,184.0,,,,,,2 or more races
61160,2012,Montana,Percent of adults aged 18 years and older who have obesity,25.6,2670.0,,,High school graduate,,,
61163,2014,Indiana,Percent of adults aged 18 years and older who have obesity,39.2,95.0,,,,,,American Indian/Alaska Native
61171,2014,Ohio,Percent of adults aged 18 years and older who have obesity,15.8,418.0,,18 - 24,,,,
61179,2015,West Virginia,Percent of adults aged 18 years and older who have obesity,33.6,1348.0,,,Some college or technical school,,,
61184,2013,Utah,Percent of adults aged 18 years and older who have obesity,27.4,101.0,,,,,,American Indian/Alaska Native
61191,2015,Tennessee,Percent of adults aged 18 years and older who have obesity,48.0,685.0,,,,,,Non-Hispanic Black
61214,2012,Tennessee,Percent of adults aged 18 years and older who have obesity,33.2,1808.0,,,Some college or technical school,,,
61232,2012,North Carolina,Percent of adults aged 18 years and older who have obesity,33.2,1958.0,,45 - 54,,,,
61240,2011,Louisiana,Percent of adults aged 18 years and older who have obesity,28.7,3544.0,,65 or older,,,,
61241,2013,Alaska,Percent of adults aged 18 years and older who have obesity,27.5,2303.0,,,,Female,,
61242,2011,Wyoming,Percent of adults aged 18 years and older who have obesity,24.9,5973.0,,,,,,Non-Hispanic White
61246,2014,New Jersey,Percent of adults aged 18 years and older who have obesity,26.0,8208.0,,,,,,Non-Hispanic White
61247,2012,Nebraska,Percent of adults aged 18 years and older who have obesity,30.5,2849.0,,,,,"$50,000 - $74,999",
61248,2015,Georgia,Percent of adults aged 18 years and older who have obesity,28.3,58.0,,,,,,2 or more races
61249,2014,Alaska,Percent of adults aged 18 years and older who have obesity,32.9,303.0,,,,,"$25,000 - $34,999",
61252,2012,Nebraska,Percent of adults aged 18 years and older who have obesity,28.7,5549.0,,,Some college or technical school,,,
61253,2013,New Hampshire,Percent of adults aged 18 years and older who have obesity,29.5,845.0,,,,,"$15,000 - $24,999",
61260,2015,Idaho,Percent of adults aged 18 years and older who have obesity,30.3,670.0,,,,,"$25,000 - $34,999",
61263,2012,Rhode Island,Percent of adults aged 18 years and older who have obesity,27.8,2088.0,,,,Male,,
61266,2015,Pennsylvania,Percent of adults aged 18 years and older who have obesity,33.7,888.0,,45 - 54,,,,
61271,2014,Florida,Percent of adults aged 18 years and older who have obesity,20.2,3393.0,,,College graduate,,,
61276,2013,Rhode Island,Percent of adults aged 18 years and older who have obesity,29.2,865.0,,,,,"$15,000 - $24,999",
61284,2014,Connecticut,Percent of adults aged 18 years and older who have obesity,25.1,5717.0,,,,,,Non-Hispanic White
61287,2015,Texas,Percent of adults aged 18 years and older who have obesity,39.1,1011.0,,,,,,Non-Hispanic Black
61293,2012,Mississippi,Percent of adults aged 18 years and older who have obesity,30.2,4698.0,,,,,,Non-Hispanic White
61294,2013,Illinois,Percent of adults aged 18 years and older who have obesity,37.9,459.0,,,,,,Non-Hispanic Black
61303,2014,Delaware,Percent of adults aged 18 years and older who have obesity,24.9,1052.0,,,,,"$75,000 or greater",
61304,2012,Louisiana,Percent of adults aged 18 years and older who have obesity,30.4,3093.0,,65 or older,,,,
61305,2014,New Hampshire,Percent of adults aged 18 years and older who have obesity,20.5,55.0,,,,,,2 or more races
61317,2011,Florida,Percent of adults aged 18 years and older who have obesity,24.9,9025.0,,,,,,Non-Hispanic White
61335,2011,Florida,Percent of adults aged 18 years and older who have obesity,29.9,1207.0,,35 - 44,,,,
61346,2013,New Jersey,Percent of adults aged 18 years and older who have obesity,32.6,904.0,,,,,"Less than $15,000",
61354,2011,Alabama,Percent of adults aged 18 years and older who have obesity,32.3,861.0,,,,,"$35,000 - $49,999",
61357,2014,Wyoming,Percent of adults aged 18 years and older who have obesity,29.7,2490.0,,,,Male,,
61378,2012,Kansas,Percent of adults aged 18 years and older who have obesity,24.0,2771.0,,,,,"$75,000 or greater",
61385,2012,Arizona,Percent of adults aged 18 years and older who have obesity,35.4,120.0,,,,,,Non-Hispanic Black
61386,2015,Idaho,Percent of adults aged 18 years and older who have obesity,28.9,75.0,,,,,,American Indian/Alaska Native
61388,2015,Nevada,Percent of adults aged 18 years and older who have obesity,20.6,463.0,,,,,Data not reported,
61398,2012,Kentucky,Percent of adults aged 18 years and older who have obesity,31.8,3708.0,,,High school graduate,,,
61408,2013,Washington,Percent of adults aged 18 years and older who have obesity,33.3,869.0,,,,,"Less than $15,000",
61418,2012,Arizona,Percent of adults aged 18 years and older who have obesity,25.6,4003.0,,,,Female,,
61419,2011,North Dakota,Percent of adults aged 18 years and older who have obesity,32.6,757.0,,,,,"$35,000 - $49,999",
61423,2013,New Jersey,Percent of adults aged 18 years and older who have obesity,38.3,94.0,,,,,,2 or more races
61433,2011,Louisiana,Percent of adults aged 18 years and older who have obesity,26.6,2751.0,,,College graduate,,,
61445,2013,Vermont,Percent of adults aged 18 years and older who have obesity,27.6,656.0,,,,,"$25,000 - $34,999",
61446,2011,South Carolina,Percent of adults aged 18 years and older who have obesity,25.3,3624.0,,,College graduate,,,
61450,2011,Massachusetts,Percent of adults aged 18 years and older who have obesity,17.3,8708.0,,,College graduate,,,
61457,2013,Mississippi,Percent of adults aged 18 years and older who have obesity,33.8,2551.0,,,,Male,,
61468,2012,Texas,Percent of adults aged 18 years and older who have obesity,34.5,1399.0,,45 - 54,,,,
61479,2011,Mississippi,Percent of adults aged 18 years and older who have obesity,34.7,2804.0,,,High school graduate,,,
61480,2011,Virginia,Percent of adults aged 18 years and older who have obesity,38.1,547.0,,,Less than high school,,,
61484,2011,Missouri,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
61486,2015,Rhode Island,Percent of adults aged 18 years and older who have obesity,29.1,668.0,,,,,"$15,000 - $24,999",
61489,2011,Florida,Percent of adults aged 18 years and older who have obesity,27.4,3194.0,,,Some college or technical school,,,
61493,2011,North Carolina,Percent of adults aged 18 years and older who have obesity,29.0,433.0,,,,,,Hispanic
61507,2011,Louisiana,Percent of adults aged 18 years and older who have obesity,36.8,1112.0,,,,,"$50,000 - $74,999",
61513,2014,Florida,Percent of adults aged 18 years and older who have obesity,26.2,9156.0,Total,,,,,
61514,2012,West Virginia,Percent of adults aged 18 years and older who have obesity,27.2,701.0,,,,,Data not reported,
61521,2013,Michigan,Percent of adults aged 18 years and older who have obesity,37.3,2095.0,,45 - 54,,,,
61526,2011,Oklahoma,Percent of adults aged 18 years and older who have obesity,29.4,789.0,,25 - 34,,,,
61540,2011,Oregon,Percent of adults aged 18 years and older who have obesity,27.1,702.0,,35 - 44,,,,
61550,2011,South Dakota,Percent of adults aged 18 years and older who have obesity,25.3,87.0,,,,,,2 or more races
61557,2012,West Virginia,Percent of adults aged 18 years and older who have obesity,28.7,1639.0,,65 or older,,,,
61560,2013,Florida,Percent of adults aged 18 years and older who have obesity,33.7,4030.0,,,,,"Less than $15,000",
61579,2014,Idaho,Percent of adults aged 18 years and older who have obesity,29.2,2927.0,,,,Female,,
61580,2011,Idaho,Percent of adults aged 18 years and older who have obesity,34.9,84.0,,,,,,2 or more races
61586,2012,Colorado,Percent of adults aged 18 years and older who have obesity,18.7,9386.0,,,,,,Non-Hispanic White
61587,2013,Louisiana,Percent of adults aged 18 years and older who have obesity,25.8,1600.0,,,College graduate,,,
61590,2015,Connecticut,Percent of adults aged 18 years and older who have obesity,26.0,1187.0,,35 - 44,,,,
61591,2012,New York,Percent of adults aged 18 years and older who have obesity,33.0,467.0,,,Less than high school,,,
61596,2012,New Hampshire,Percent of adults aged 18 years and older who have obesity,30.0,1668.0,,55 - 64,,,,
61599,2011,Michigan,Percent of adults aged 18 years and older who have obesity,6.9,102.0,,,,,,Asian
61611,2011,Hawaii,Percent of adults aged 18 years and older who have obesity,21.0,2041.0,,,,,"$75,000 or greater",
61622,2014,Alabama,Percent of adults aged 18 years and older who have obesity,35.5,986.0,,,,,"$35,000 - $49,999",
61626,2015,Iowa,Percent of adults aged 18 years and older who have obesity,24.7,801.0,,,,,Data not reported,
61627,2014,Texas,Percent of adults aged 18 years and older who have obesity,22.1,5263.0,,,College graduate,,,
61630,2015,Alabama,Percent of adults aged 18 years and older who have obesity,40.6,1244.0,,45 - 54,,,,
61638,2013,Oregon,Percent of adults aged 18 years and older who have obesity,32.1,189.0,,,,,,Hispanic
61641,2014,Iowa,Percent of adults aged 18 years and older who have obesity,28.9,1978.0,,,,,"$75,000 or greater",
61652,2013,Wisconsin,Percent of adults aged 18 years and older who have obesity,37.8,189.0,,,,,,American Indian/Alaska Native
61655,2013,California,Percent of adults aged 18 years and older who have obesity,33.8,202.0,,,,,,2 or more races
61659,2013,Rhode Island,Percent of adults aged 18 years and older who have obesity,29.6,1553.0,,,Some college or technical school,,,
61665,2011,Indiana,Percent of adults aged 18 years and older who have obesity,36.2,795.0,,,Less than high school,,,
61668,2011,Missouri,Percent of adults aged 18 years and older who have obesity,31.5,680.0,,,,,"$25,000 - $34,999",
61671,2012,Nevada,Percent of adults aged 18 years and older who have obesity,25.6,396.0,,,,,"Less than $15,000",
61677,2013,Minnesota,Percent of adults aged 18 years and older who have obesity,15.6,210.0,,,,,,Asian
61678,2012,Georgia,Percent of adults aged 18 years and older who have obesity,28.4,732.0,,,Less than high school,,,
61682,2013,Washington,Percent of adults aged 18 years and older who have obesity,32.4,2374.0,,55 - 64,,,,
61685,2013,South Carolina,Percent of adults aged 18 years and older who have obesity,32.4,3060.0,,,High school graduate,,,
61695,2011,Tennessee,Percent of adults aged 18 years and older who have obesity,24.1,567.0,,,,,"$35,000 - $49,999",
61697,2014,Arkansas,Percent of adults aged 18 years and older who have obesity,34.0,3786.0,,,,,,Non-Hispanic White
61698,2013,California,Percent of adults aged 18 years and older who have obesity,34.8,486.0,,,,,,Non-Hispanic Black
61710,2014,New Jersey,Percent of adults aged 18 years and older who have obesity,20.7,4884.0,,,College graduate,,,
61711,2011,Iowa,Percent of adults aged 18 years and older who have obesity,29.2,6413.0,,,,,,Non-Hispanic White
61717,2011,South Carolina,Percent of adults aged 18 years and older who have obesity,31.8,3900.0,,,High school graduate,,,
61718,2012,Vermont,Percent of adults aged 18 years and older who have obesity,25.9,574.0,,,,,"$25,000 - $34,999",
61721,2013,Connecticut,Percent of adults aged 18 years and older who have obesity,21.5,704.0,,25 - 34,,,,
61727,2011,Hawaii,Percent of adults aged 18 years and older who have obesity,30.5,825.0,,35 - 44,,,,
61733,2013,Minnesota,Percent of adults aged 18 years and older who have obesity,22.7,4060.0,,,,,"$75,000 or greater",
61736,2015,Nebraska,Percent of adults aged 18 years and older who have obesity,25.4,5094.0,,,College graduate,,,
61737,2015,Texas,Percent of adults aged 18 years and older who have obesity,22.4,676.0,,18 - 24,,,,
61740,2014,Washington,Percent of adults aged 18 years and older who have obesity,28.1,2834.0,,,Some college or technical school,,,
61750,2014,New Mexico,Percent of adults aged 18 years and older who have obesity,31.0,2557.0,,,,,,Hispanic
61752,2015,Tennessee,Percent of adults aged 18 years and older who have obesity,33.1,2234.0,,,,Male,,
61757,2012,Louisiana,Percent of adults aged 18 years and older who have obesity,34.7,8656.0,Total,,,,,
61760,2014,Minnesota,Percent of adults aged 18 years and older who have obesity,23.7,1781.0,,25 - 34,,,,
61765,2014,Pennsylvania,Percent of adults aged 18 years and older who have obesity,25.1,1315.0,,,,,Data not reported,
61774,2014,Oregon,Percent of adults aged 18 years and older who have obesity,31.2,765.0,,,,,"$15,000 - $24,999",
61775,2015,Montana,Percent of adults aged 18 years and older who have obesity,28.6,471.0,,,,,"Less than $15,000",
61788,2012,Indiana,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
61805,2013,Washington,Percent of adults aged 18 years and older who have obesity,36.3,142.0,,,,,,American Indian/Alaska Native
61807,2015,Georgia,Percent of adults aged 18 years and older who have obesity,33.6,460.0,,,Less than high school,,,
61816,2013,New Jersey,Percent of adults aged 18 years and older who have obesity,35.6,1428.0,,,,,,Non-Hispanic Black
61817,2013,Alabama,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
61829,2013,Virginia,Percent of adults aged 18 years and older who have obesity,25.6,5968.0,,,,,,Non-Hispanic White
61849,2014,District of Columbia,Percent of adults aged 18 years and older who have obesity,23.7,1463.0,,65 or older,,,,
61854,2011,Missouri,Percent of adults aged 18 years and older who have obesity,31.5,1585.0,,,Some college or technical school,,,
61857,2014,Colorado,Percent of adults aged 18 years and older who have obesity,26.3,674.0,,,Less than high school,,,
61861,2011,Nebraska,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
61870,2013,North Carolina,Percent of adults aged 18 years and older who have obesity,32.9,992.0,,,,,"$35,000 - $49,999",
61881,2013,North Carolina,Percent of adults aged 18 years and older who have obesity,31.0,830.0,,,,,"$25,000 - $34,999",
61884,2013,Oklahoma,Percent of adults aged 18 years and older who have obesity,26.0,895.0,,,,,Data not reported,
61889,2012,Connecticut,Percent of adults aged 18 years and older who have obesity,30.8,628.0,,,,,"$25,000 - $34,999",
61890,2011,Alaska,Percent of adults aged 18 years and older who have obesity,33.6,271.0,,,,,"Less than $15,000",
61892,2013,Kentucky,Percent of adults aged 18 years and older who have obesity,25.7,2727.0,,,College graduate,,,
61899,2014,New Mexico,Percent of adults aged 18 years and older who have obesity,3.6,53.0,,,,,,Asian
61903,2012,Colorado,Percent of adults aged 18 years and older who have obesity,22.2,1071.0,,,,,"$25,000 - $34,999",
61908,2011,Oklahoma,Percent of adults aged 18 years and older who have obesity,31.3,2282.0,,,Some college or technical school,,,
61909,2014,Texas,Percent of adults aged 18 years and older who have obesity,35.2,1386.0,,,,,"$25,000 - $34,999",
61912,2014,Oregon,Percent of adults aged 18 years and older who have obesity,29.1,726.0,,45 - 54,,,,
61926,2015,Idaho,Percent of adults aged 18 years and older who have obesity,28.1,4806.0,,,,,,Non-Hispanic White
61931,2012,North Dakota,Percent of adults aged 18 years and older who have obesity,25.0,1479.0,,,College graduate,,,
61933,2013,New Hampshire,Percent of adults aged 18 years and older who have obesity,25.3,70.0,,,,,,Hispanic
61940,2011,Georgia,Percent of adults aged 18 years and older who have obesity,29.6,1189.0,,35 - 44,,,,
61946,2015,Ohio,Percent of adults aged 18 years and older who have obesity,35.6,1655.0,,45 - 54,,,,
61950,2015,Rhode Island,Percent of adults aged 18 years and older who have obesity,4.7,59.0,,,,,,Asian
61951,2013,Colorado,Percent of adults aged 18 years and older who have obesity,18.7,10463.0,,,,,,Non-Hispanic White
61952,2012,Oregon,Percent of adults aged 18 years and older who have obesity,31.3,1245.0,,,High school graduate,,,
61954,2013,California,Percent of adults aged 18 years and older who have obesity,14.3,4382.0,,,College graduate,,,
61959,2013,Missouri,Percent of adults aged 18 years and older who have obesity,30.4,6783.0,Total,,,,,
61962,2011,Tennessee,Percent of adults aged 18 years and older who have obesity,28.0,1553.0,,,Some college or technical school,,,
61963,2013,North Dakota,Percent of adults aged 18 years and older who have obesity,33.7,3483.0,,,,Male,,
61969,2013,Hawaii,Percent of adults aged 18 years and older who have obesity,27.0,1233.0,,45 - 54,,,,
61971,2013,Vermont,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
61974,2011,Minnesota,Percent of adults aged 18 years and older who have obesity,22.0,4268.0,,,,,"$75,000 or greater",
61981,2011,New Mexico,Percent of adults aged 18 years and older who have obesity,22.2,74.0,,,,,,Other
61993,2011,New Mexico,Percent of adults aged 18 years and older who have obesity,33.5,1069.0,,35 - 44,,,,
61995,2013,Massachusetts,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
62011,2013,North Carolina,Percent of adults aged 18 years and older who have obesity,8.1,92.0,,,,,,Asian
62029,2013,Kansas,Percent of adults aged 18 years and older who have obesity,30.5,9456.0,,,,Male,,
62041,2012,Minnesota,Percent of adults aged 18 years and older who have obesity,23.6,6334.0,,,,Female,,
62044,2015,Delaware,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
62045,2011,Alabama,Percent of adults aged 18 years and older who have obesity,16.3,356.0,,18 - 24,,,,
62046,2014,South Dakota,Percent of adults aged 18 years and older who have obesity,20.5,1037.0,,,,,Data not reported,
62048,2014,New Mexico,Percent of adults aged 18 years and older who have obesity,29.1,1032.0,,,,,"$50,000 - $74,999",
62049,2011,Kentucky,Percent of adults aged 18 years and older who have obesity,45.2,212.0,,,,,,2 or more races
62052,2013,Connecticut,Percent of adults aged 18 years and older who have obesity,28.6,556.0,,,,,"$25,000 - $34,999",
62056,2014,South Carolina,Percent of adults aged 18 years and older who have obesity,35.5,1196.0,,,Less than high school,,,
62067,2013,Michigan,Percent of adults aged 18 years and older who have obesity,31.5,636.0,,,Less than high school,,,
62071,2013,Vermont,Percent of adults aged 18 years and older who have obesity,25.6,865.0,,,,,"$35,000 - $49,999",
62075,2011,Texas,Percent of adults aged 18 years and older who have obesity,30.0,1272.0,,,,,"$25,000 - $34,999",
62078,2013,Rhode Island,Percent of adults aged 18 years and older who have obesity,31.7,1119.0,,45 - 54,,,,
62081,2014,Ohio,Percent of adults aged 18 years and older who have obesity,34.4,1358.0,,,,,"$35,000 - $49,999",
62088,2012,Iowa,Percent of adults aged 18 years and older who have obesity,33.5,2307.0,,,High school graduate,,,
62098,2015,Iowa,Percent of adults aged 18 years and older who have obesity,28.0,1521.0,,,,,"$75,000 or greater",
62113,2012,South Carolina,Percent of adults aged 18 years and older who have obesity,30.1,4918.0,,,,Male,,
62114,2011,Hawaii,Percent of adults aged 18 years and older who have obesity,24.9,2023.0,,,High school graduate,,,
62118,2014,Connecticut,Percent of adults aged 18 years and older who have obesity,26.8,815.0,,35 - 44,,,,
62124,2014,Wyoming,Percent of adults aged 18 years and older who have obesity,25.4,353.0,,25 - 34,,,,
62126,2011,Washington,Percent of adults aged 18 years and older who have obesity,30.2,4414.0,,,Some college or technical school,,,
62127,2012,Pennsylvania,Percent of adults aged 18 years and older who have obesity,29.4,4393.0,,,Some college or technical school,,,
62128,2015,Louisiana,Percent of adults aged 18 years and older who have obesity,36.5,2589.0,,,,Female,,
62136,2012,Maryland,Percent of adults aged 18 years and older who have obesity,29.1,2889.0,,,Some college or technical school,,,
62137,2014,West Virginia,Percent of adults aged 18 years and older who have obesity,32.2,1045.0,,,,,"$75,000 or greater",
62141,2015,Rhode Island,Percent of adults aged 18 years and older who have obesity,31.7,567.0,,35 - 44,,,,
62143,2011,West Virginia,Percent of adults aged 18 years and older who have obesity,34.9,663.0,,,,,"$35,000 - $49,999",
62149,2015,Iowa,Percent of adults aged 18 years and older who have obesity,26.6,1746.0,,,College graduate,,,
62157,2012,Hawaii,Percent of adults aged 18 years and older who have obesity,28.0,517.0,,,,,,Hispanic
62163,2015,Maryland,Percent of adults aged 18 years and older who have obesity,28.9,11357.0,Total,,,,,
62171,2011,Rhode Island,Percent of adults aged 18 years and older who have obesity,29.9,828.0,,35 - 44,,,,
62178,2011,New Hampshire,Percent of adults aged 18 years and older who have obesity,23.2,789.0,,,,,Data not reported,
62179,2013,Idaho,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
62183,2011,Nevada,Percent of adults aged 18 years and older who have obesity,24.2,786.0,,,,,"$15,000 - $24,999",
62188,2013,North Carolina,Percent of adults aged 18 years and older who have obesity,36.5,1023.0,,,,,"Less than $15,000",
62189,2012,Oklahoma,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
62190,2013,Nevada,Percent of adults aged 18 years and older who have obesity,26.8,207.0,,,,,,2 or more races
62198,2011,Rhode Island,Percent of adults aged 18 years and older who have obesity,32.1,109.0,,,,,,Other
62201,2013,Maine,Percent of adults aged 18 years and older who have obesity,25.7,91.0,,,,,,2 or more races
62202,2012,Missouri,Percent of adults aged 18 years and older who have obesity,29.1,795.0,,,,,"$50,000 - $74,999",
62204,2011,New Jersey,Percent of adults aged 18 years and older who have obesity,26.1,1476.0,,,,,"$35,000 - $49,999",
62207,2015,Indiana,Percent of adults aged 18 years and older who have obesity,34.0,858.0,,,,,"$15,000 - $24,999",
62211,2011,New York,Percent of adults aged 18 years and older who have obesity,25.9,1027.0,,35 - 44,,,,
62212,2012,Vermont,Percent of adults aged 18 years and older who have obesity,28.9,1755.0,,,High school graduate,,,
62221,2011,Georgia,Percent of adults aged 18 years and older who have obesity,36.8,2101.0,,,,,,Non-Hispanic Black
